step_uid,case_external_id,step_number,step_action_raw,step_expected_raw,mapped_keyword_id,mapping_confidence,mapping_notes,mapping_status
CCU-230534-3,CCU-230534,3,觀察延伸車架電機是否啟動並有輕微移動。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230534-4,CCU-230534,4,短暫點擊「收回」按鈕。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,,,,unmapped
CCU-230534-5,CCU-230534,5,觀察延伸車架電機是否反向啟動並有輕微移動。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-231039-1,CCU-231039,1,透過 App 導航至延伸車架控制。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,,,,unmapped
CCU-231039-2,CCU-231039,2,長壓點擊 (例如3-5秒放開 立即停止)「展開」按鈕。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,,,,unmapped
CCU-231039-3,CCU-231039,3,觀察延伸車架電機是否啟動並如長壓時間移動。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-231039-5,CCU-231039,5,長壓「收回」按鈕。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,,,,unmapped
CCU-231039-6,CCU-231039,6,觀察延伸車架電機是否反向啟動並如長壓時間移動。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-231040-1,CCU-231040,1,透過 App 導航至延伸車架控制。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,,,,unmapped
CCU-231040-2,CCU-231040,2,長壓點擊 (例如3-5秒放開 立即停止)「展開」按鈕。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,,,,unmapped
CCU-231040-3,CCU-231040,3,長壓點擊 (例如3-5秒放開 立即停止)「展開」按鈕。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,,,,unmapped
CCU-231040-4,CCU-231040,4,長壓「收回」按鈕。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,,,,unmapped
CCU-231040-5,CCU-231040,5,觀察延伸車架電機是否反向啟動並如長壓時間移動。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230536-1,CCU-230536,1,點擊語音命令,切換到語音命令頁面,KW-ALIAS-CLICK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230536-2,CCU-230536,2,"voice command : ""turn on all lights""",所有燈開啟正常,,,,unmapped
CCU-231154-1,CCU-231154,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,FRESH 水位在高,,,,unmapped
CCU-231155-1,CCU-231155,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,FRESH 水位在中,,,,unmapped
CCU-231156-1,CCU-231156,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,FRESH 水位在低,,,,unmapped
CCU-230668-1,CCU-230668,1,觀察 IoT 面板是否成功啟動。,1. IoT 面板應在合理時間內啟動並顯示主介面。 2. 主介面應無明顯錯誤或卡頓，基本控制圖示可見。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230668-2,CCU-230668,2,檢查 IoT 面板主控制介面是否正常顯示。,1. IoT 面板應在合理時間內啟動並顯示主介面。 2. 主介面應無明顯錯誤或卡頓，基本控制圖示可見。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230669-1,CCU-230669,1,透過 IoT 面板操作主燈「開啟」。,1. 主燈應能被 IoT 面板成功開啟和關閉。 2. 面板上的燈光狀態應與實際狀態一致。 3. 操作反應應及時。,,,,unmapped
CCU-230669-2,CCU-230669,2,觀察主燈實際是否亮起，及面板狀態是否更新。,1. 主燈應能被 IoT 面板成功開啟和關閉。 2. 面板上的燈光狀態應與實際狀態一致。 3. 操作反應應及時。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230669-3,CCU-230669,3,透過 IoT 面板操作主燈「關閉」。,1. 主燈應能被 IoT 面板成功開啟和關閉。 2. 面板上的燈光狀態應與實際狀態一致。 3. 操作反應應及時。,,,,unmapped
CCU-230669-4,CCU-230669,4,觀察主燈實際是否熄滅，及面板狀態是否更新。,1. 主燈應能被 IoT 面板成功開啟和關閉。 2. 面板上的燈光狀態應與實際狀態一致。 3. 操作反應應及時。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230670-1,CCU-230670,1,透過 App 導航至延伸車架控制。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,,,,unmapped
CCU-230670-2,CCU-230670,2,短暫點擊 (例如1-2秒後立即停止)「展開」按鈕。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,,,,unmapped
CCU-230670-3,CCU-230670,3,觀察延伸車架電機是否啟動並有輕微移動。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230670-4,CCU-230670,4,短暫點擊「收回」按鈕。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,,,,unmapped
CCU-230670-5,CCU-230670,5,觀察延伸車架電機是否反向啟動並有輕微移動。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230671-1,CCU-230671,1,透過 App 導航至延伸車架控制。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,,,,unmapped
CCU-230671-2,CCU-230671,2,短暫點擊 (例如1-2秒後立即停止)「展開」按鈕。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,,,,unmapped
CCU-230671-3,CCU-230671,3,觀察延伸車架電機是否啟動並有輕微移動。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230671-4,CCU-230671,4,短暫點擊「收回」按鈕。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,,,,unmapped
CCU-230671-5,CCU-230671,5,觀察延伸車架電機是否反向啟動並有輕微移動。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-231041-1,CCU-231041,1,透過 App 導航至延伸車架控制。,1. 延伸車架電機應能響應 App 的短時展開和收回指令並有相應動作。 2. App 應能發出停止指令使電機停止。,,,,unmapped
CCU-231041-2,CCU-231041,2,長壓點擊 (例如3-5秒放開 立即停止)「展開」按鈕。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,,,,unmapped
CCU-231041-3,CCU-231041,3,觀察延伸車架電機是否啟動並如長壓時間移動。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-231041-5,CCU-231041,5,長壓「收回」按鈕。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,,,,unmapped
CCU-231041-6,CCU-231041,6,觀察延伸車架電機是否反向啟動並如長壓時間移動。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-231042-1,CCU-231042,1,透過 App 導航至延伸車架控制。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,,,,unmapped
CCU-231042-2,CCU-231042,2,長壓點擊 (例如3-5秒放開 立即停止)「展開」按鈕。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,,,,unmapped
CCU-231042-3,CCU-231042,3,長壓點擊 (例如3-5秒放開 立即停止)「展開」按鈕。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,,,,unmapped
CCU-231042-4,CCU-231042,4,長壓「收回」按鈕。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,,,,unmapped
CCU-231042-5,CCU-231042,5,觀察延伸車架電機是否反向啟動並如長壓時間移動。,1. 延伸車架電機應能響應 App 的長時展開和收回指令並有相應動作。 2. App 應能放開後發出停止指令使電機停止。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-140-1,CCU-140,1,,,,,,unmapped
CCU-141-1,CCU-141,1,"上下左右 idle 7sec 設定 ""mode & fan"" 設定 ""temp"" 回到 “options"" 短按 及 長按",動作流程需符合 [tlInlineImage]2[/tlInlineImage],,,,unmapped
CCU-230878-1,CCU-230878,1,LCD 面板點選上,LCD 選擇往上,,,,unmapped
CCU-230878-2,CCU-230878,2,LCD 面板點選下,LCD 選擇往下,,,,unmapped
CCU-230878-3,CCU-230878,3,LCD 面板點選左,LCD 選擇往左,,,,unmapped
CCU-230878-4,CCU-230878,4,LCD 面板點選右,LCD 選擇往右,,,,unmapped
CCU-230879-1,CCU-230879,1,1.LCD 操作 2.上下改變溫度 3.閒置 7 秒,7秒後 溫度確認改變,,,,unmapped
CCU-230880-1,CCU-230880,1,1.LCD 操作 2.左右改變 MOD 3.閒置 7 秒,7 秒後 MOD確認改變,,,,unmapped
CCU-230881-1,CCU-230881,1,1.LCD 操作 2.左右改變 FAN 3.閒置 7 秒,7 秒後 FAN確認改變,,,,unmapped
CCU-230882-1,CCU-230882,1,1.LCD 操作 2.上下改變溫度 3.閒置 7 秒,7秒後 溫度確認改變,,,,unmapped
CCU-230883-1,CCU-230883,1,1.LCD 操作 2.左右改變 MOD 3.閒置 7 秒,7 秒後 MOD確認改變,,,,unmapped
CCU-230884-1,CCU-230884,1,1.LCD 操作 2.左右改變 FAN 3.閒置 7 秒,7 秒後 FAN確認改變,,,,unmapped
CCU-230885-1,CCU-230885,1,1.LCD 操作 2.上下左右改變選項 3.閒置 7 秒,7 秒後 確認改變為目前選擇的選項,,,,unmapped
CCU-230886-1,CCU-230886,1,1.LCD 操作 2.上下左右改變選項 3.閒置 7 秒,7 秒後 確認改變為目前選擇的選項,,,,unmapped
CCU-230887-1,CCU-230887,1,1.LCD 操作 2.上下改變選項 3.閒置 7 秒,7 秒後 確認改變為目前選擇的選項,,,,unmapped
CCU-230888-1,CCU-230888,1,1.LCD 操作 2.上 短按,改變溫度+1,,,,unmapped
CCU-230889-1,CCU-230889,1,1.LCD 操作 2.上 短按,改變溫度-1,,,,unmapped
CCU-230890-1,CCU-230890,1,1.LCD 操作 2.上 長按,每秒+1,,,,unmapped
CCU-230891-1,CCU-230891,1,1.LCD 操作 2.下 長按,每秒-1,,,,unmapped
CCU-230892-1,CCU-230892,1,1.LCD 操作 2.上 短按,改變溫度+1,,,,unmapped
CCU-230893-1,CCU-230893,1,1.LCD 操作 2.下 短按,改變溫度-1,,,,unmapped
CCU-230894-1,CCU-230894,1,1.LCD 操作 2.上 長按,每秒+1,,,,unmapped
CCU-230895-1,CCU-230895,1,1.LCD 操作 2.下 長按,每秒-1,,,,unmapped
CCU-231190-1,CCU-231190,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,FRESH 水位在高,,,,unmapped
CCU-231191-1,CCU-231191,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,FRESH 水位在中,,,,unmapped
CCU-231192-1,CCU-231192,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,FRESH 水位在低,,,,unmapped
CCU-137-1,CCU-137,1,透過 App 導航至系統更新/韌體更新檢查介面。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-137-2,CCU-137,2,觸發更新檢查。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-137-3,CCU-137,3,觀察 App 是否能回報「目前已是最新版本」或「有可用的更新」。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230555-1,CCU-230555,1,透過 App 導航至系統更新/韌體更新檢查介面。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-230555-2,CCU-230555,2,觸發更新檢查。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-230555-3,CCU-230555,3,觀察 App 是否能回報「目前已是最新版本」或「有可用的更新」。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230557-1,CCU-230557,1,透過 App 導航至系統更新/韌體更新檢查介面。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-230557-2,CCU-230557,2,觸發更新檢查。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-230557-3,CCU-230557,3,觀察 App 是否能回報「目前已是最新版本」或「有可用的更新」。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-138-1,CCU-138,1,透過 App 導航至系統更新/韌體更新檢查介面。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-138-2,CCU-138,2,觸發更新檢查。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-138-3,CCU-138,3,觀察 App 是否能回報「目前已是最新版本」或「有可用的更新」。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230556-1,CCU-230556,1,透過 App 導航至系統更新/韌體更新檢查介面。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-230556-2,CCU-230556,2,觸發更新檢查。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-230556-3,CCU-230556,3,觀察 App 是否能回報「目前已是最新版本」或「有可用的更新」。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230558-1,CCU-230558,1,透過 App 導航至系統更新/韌體更新檢查介面。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-230558-2,CCU-230558,2,觸發更新檢查。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-230558-3,CCU-230558,3,觀察 App 是否能回報「目前已是最新版本」或「有可用的更新」。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230559-1,CCU-230559,1,透過 App 導航至系統更新/韌體更新檢查介面。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-230559-2,CCU-230559,2,觸發更新檢查。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-230559-3,CCU-230559,3,觀察 App 是否能回報「目前已是最新版本」或「有可用的更新」。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230560-1,CCU-230560,1,透過 App 導航至系統更新/韌體更新檢查介面。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-230560-2,CCU-230560,2,觸發更新檢查。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-230560-3,CCU-230560,3,觀察 App 是否能回報「目前已是最新版本」或「有可用的更新」。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230561-1,CCU-230561,1,透過 App 導航至系統更新/韌體更新檢查介面。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-230561-2,CCU-230561,2,觸發更新檢查。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-230561-3,CCU-230561,3,觀察 App 是否能回報「目前已是最新版本」或「有可用的更新」。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230562-1,CCU-230562,1,透過 App 導航至系統更新/韌體更新檢查介面。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-230562-2,CCU-230562,2,觸發更新檢查。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-230562-3,CCU-230562,3,觀察 App 是否能回報「目前已是最新版本」或「有可用的更新」。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230563-1,CCU-230563,1,透過 App 導航至系統更新/韌體更新檢查介面。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-230563-2,CCU-230563,2,觸發更新檢查。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-230563-3,CCU-230563,3,觀察 App 是否能回報「目前已是最新版本」或「有可用的更新」。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230564-1,CCU-230564,1,透過 App 導航至系統更新/韌體更新檢查介面。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-230564-2,CCU-230564,2,觸發更新檢查。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,,,,unmapped
CCU-230564-3,CCU-230564,3,觀察 App 是否能回報「目前已是最新版本」或「有可用的更新」。,1. App 應能成功完成更新檢查流程。 2. 應返回明確的檢查結果，無錯誤提示 (除非網路真的不通)。,KW-ALIAS-CHECK,manual,auto-seeded by high-level action verb; needs human confirmation,manual_only
CCU-230543-1,CCU-230543,1,power pro APP 連結 GEN1 面板,APP 可以正常使用,,,,unmapped
CCU-230896-1,CCU-230896,1,終端機輸入 curl --location 'https://us-central1-power-pro-by-wfco.cloudfunctions.net/app/api/qaTool/getPanelOperationLog?startDate=2025-03-04&endDate=2026-03-05&panelsn=30481d120147461',顯示LOG,,,,unmapped
CCU-231733-1,CCU-231733,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android FRESH 水位在高,,,,unmapped
CCU-231734-1,CCU-231734,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,Android FRESH 水位在中,,,,unmapped
CCU-231735-1,CCU-231735,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,Android FRESH 水位在低,,,,unmapped
CCU-231736-1,CCU-231736,1,1.實體線路操作水位偵測地線放入水瓶中,Android FRESH 水位是空的顯示 [ empty ],,,,unmapped
CCU-231741-1,CCU-231741,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,面板 FRESH 水位在高 [ 藍色燈 ],,,,unmapped
CCU-231742-1,CCU-231742,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,面板 FRESH 水位在中 [ 藍色燈 ],,,,unmapped
CCU-231743-1,CCU-231743,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,面板 FRESH 水位在低 [ 藍色燈 ],,,,unmapped
CCU-231744-1,CCU-231744,1,1.實體線路操作水位偵測地線放入水瓶中,面板 FRESH 水位是空的顯示 [ 紅色燈 ],,,,unmapped
CCU-231749-1,CCU-231749,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android GRAY_1 水位在高 顯示 Full,,,,unmapped
CCU-231750-1,CCU-231750,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android GRAY_1 水位在高,,,,unmapped
CCU-231751-1,CCU-231751,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,Android GRAY_1 水位在中,,,,unmapped
CCU-231752-1,CCU-231752,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,Android GRAY_1 水位在低,,,,unmapped
CCU-231757-1,CCU-231757,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,面板 GRAY_1 水位在高 [ 紅色燈 ],,,,unmapped
CCU-231758-1,CCU-231758,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,面板 GRAY_1 水位在中 [ 藍色燈 ],,,,unmapped
CCU-231759-1,CCU-231759,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,面板 GRAY_1 水位在低 [ 藍色燈 ],,,,unmapped
CCU-231760-1,CCU-231760,1,1.實體線路操作水位偵測地線放入水瓶中,面板 GRAY_1 水位是空的顯示 [ 藍色燈 ],,,,unmapped
CCU-231765-1,CCU-231765,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android BLACK_1 水位在高 顯示 Full,,,,unmapped
CCU-231766-1,CCU-231766,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android BLACK_1 水位在高,,,,unmapped
CCU-231767-1,CCU-231767,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,Android BLACK_1 水位在中,,,,unmapped
CCU-231768-1,CCU-231768,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,Android BLACK_1 水位在低,,,,unmapped
CCU-231773-1,CCU-231773,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,面板 BLACK_1 水位在高 [ 紅色燈 ],,,,unmapped
CCU-231774-1,CCU-231774,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,面板 BLACK_1 水位在中 [ 藍色燈 ],,,,unmapped
CCU-231775-1,CCU-231775,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,面板 BLACK_1 水位在低 [ 藍色燈 ],,,,unmapped
CCU-231776-1,CCU-231776,1,1.實體線路操作水位偵測地線放入水瓶中,面板 BLACK_1 水位是空的顯示 [ 藍色燈 ],,,,unmapped
CCU-231781-1,CCU-231781,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android GRAY_2 水位在高 顯示 Full,,,,unmapped
CCU-231782-1,CCU-231782,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,Android GRAY_2 水位在高,,,,unmapped
CCU-231783-1,CCU-231783,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,Android GRAY_2 水位在中,,,,unmapped
CCU-231784-1,CCU-231784,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,Android GRAY_2 水位在低,,,,unmapped
CCU-231789-1,CCU-231789,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測橘色線路放進水瓶中,面板 GRAY_2 水位在高 [ 紅色燈 ],,,,unmapped
CCU-231790-1,CCU-231790,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測綠色線路放進水瓶中,面板 GRAY_2 水位在中 [ 藍色燈 ],,,,unmapped
CCU-231791-1,CCU-231791,1,1.實體線路操作水位偵測地線放入水瓶中 2.實體線路操作水位偵測黃色線路放進水瓶中,面板 GRAY_2 水位在低 [ 藍色燈 ],,,,unmapped
CCU-231792-1,CCU-231792,1,1.實體線路操作水位偵測地線放入水瓶中,面板 GRAY_2 水位是空的顯示 [ 藍色燈 ],,,,unmapped
