testcase_external_id,testcase_name,suite,automation_policy,note
CCU-231846,GRAY_1 水位在中 [ 藍色燈 ] [ 查看面板 ],01. Smoke Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-231847,GRAY_1 水位在低 [ 藍色燈 ] [ 查看面板 ],01. Smoke Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-231848,GRAY_1 水位在空的 [ 藍色燈 ] [ 查看面板 ],01. Smoke Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-231855,BLACK_1 水位在中 [ 查看iOS ],01. Smoke Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-231856,BLACK_1 水位在低 [ 查看iOS ],01. Smoke Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-231858,BLACK_1 水位在中 [ 藍色燈 ] [ 查看面板 ],01. Smoke Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-231859,BLACK_1 水位在低 [ 藍色燈 ] [ 查看面板 ],01. Smoke Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-231860,BLACK_1 水位在空的 [ 藍色燈 ] [ 查看面板 ],01. Smoke Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-231867,GRAY_2 水位在中 [ 查看iOS ],01. Smoke Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-231868,GRAY_2 水位在低 [ 查看iOS ],01. Smoke Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-231870,GRAY_2 水位在中 [ 藍色燈 ] [ 查看面板 ],01. Smoke Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-231871,GRAY_2 水位在低 [ 藍色燈 ] [ 查看面板 ],01. Smoke Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-231872,GRAY_2 水位在空的 [ 藍色燈 ] [ 查看面板 ],01. Smoke Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-231879,GRAY_3 水位在中 [ 查看iOS ],01. Smoke Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-231880,GRAY_3 水位在低 [ 查看iOS ],01. Smoke Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-231882,GRAY_3 水位在中 [ 藍色燈 ] [ 查看面板 ],01. Smoke Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-231883,GRAY_3 水位在低 [ 藍色燈 ] [ 查看面板 ],01. Smoke Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-231884,GRAY_3 水位在空的 [ 藍色燈 ] [ 查看面板 ],01. Smoke Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-231891,BLACK_2 水位在中 [ 查看iOS ],01. Smoke Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-231892,iOS 水位在低 [ 查看iOS ],01. Smoke Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-231894,BLACK_2 水位在中 [ 藍色燈 ] [ 查看面板 ],01. Smoke Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-231895,BLACK_2 水位在低 [ 藍色燈 ] [ 查看面板 ],01. Smoke Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-231896,BLACK_2 水位在空的 [ 藍色燈 ] [ 查看面板 ],01. Smoke Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-232151,GRAY2 水位顯示 ON,02. Function Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-232152,GRAY3 水位顯示 ON,02. Function Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-232153,BLACK2 水位顯示 ON,02. Function Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-232196,GRAY2 水位顯示 OFF,02. Function Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-232197,GRAY3 水位顯示 OFF,02. Function Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
CCU-232198,BLACK2 水位顯示 OFF,02. Function Tests,manual_only,依需求：水箱除「預設滿水位」外，其餘暫不自動化
